"ISO3","ISO2","name","meantemp","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030","2031","2032","2033","2034","2035","2036","2037","2038","2039","2040","2041","2042","2043","2044","2045","2046","2047","2048","2049","2050","2051","2052","2053","2054","2055","2056","2057","2058","2059","2060","2061","2062","2063","2064","2065","2066","2067","2068","2069","2070","2071","2072","2073","2074","2075","2076","2077","2078","2079","2080","2081","2082","2083","2084","2085","2086","2087","2088","2089","2090","2091","2092","2093","2094","2095","2096","2097","2098","2099"
"NER","NE","Niger",28.571935483871,293.241,303.796,314.336,324.831,335.253,345.572,357.759,371.982,388.44,407.37,429.05,453.571,481.277,512.568,547.908,587.84,631.92,680.635,734.54,794.262,860.511,932.422,1010.49,1095.254,1187.301,1287.272,1395.076,1511.275,1636.466,1771.284,1916.405,2072.152,2239.188,2418.211,2609.951,2815.171,3033.944,3266.933,3514.814,3778.278,4058.022,4354.371,4667.955,4999.399,5349.317,5718.312,6106.723,6515.067,6943.837,7393.492,7864.458,8357.339,8872.519,9410.335,9971.078,10554.985,11162.825,11794.82,12451.131,13131.859,13837.04,14568.604,15326.754,16111.637,16923.341,17761.893,18628.389,19522.887,20445.383,21395.807,22374.023,23381.033,24416.719,25480.898,26573.315,27693.646,28843.32,30022.088,31229.637,32465.581,33729.466,35021.912,36342.448,37690.535,39065.561,40466.842,41918.388,43422.001,44979.548,46592.964
"NGA","NG","Nigeria",26.8409677419355,653.46,680.485,709.019,739.158,771.004,804.666,841.697,882.418,927.192,976.426,1030.578,1090.024,1155.321,1227.096,1306.058,1393.002,1486.598,1587.404,1696.03,1813.141,1939.462,2072.956,2213.896,2362.559,2519.22,2684.154,2857.48,3039.439,3230.261,3430.169,3639.375,3858.523,4087.882,4327.709,4578.258,4839.768,5112.934,5398.052,5695.409,6005.285,6327.949,6663.925,7013.501,7376.954,7754.551,8146.544,8552.682,8973.114,9407.969,9857.35,10321.336,10799.812,11292.781,11800.21,12322.039,12858.171,13409.041,13974.554,14554.582,15148.962,15757.496,16381.524,17020.96,17675.689,18345.562,19030.402,19730.53,20445.762,21175.88,21920.636,22679.747,23453.762,24242.418,25045.424,25862.456,26693.158,27538.477,28398.118,29271.757,30159.043,31059.592,31973.179,32899.378,33837.734,34787.762,35748.948,36736.691,37751.726,38794.806,39866.707
"NIC","NI","Nicaragua",26.2912903225806,1110.067,1140.503,1173.322,1208.679,1246.743,1287.698,1336.018,1392.395,1457.659,1532.796,1618.97,1714.9,1821.718,1940.716,2073.376,2221.394,2381.841,2555.872,2744.761,2949.91,3172.865,3409.605,3660.715,3926.784,4208.397,4506.141,4818.759,5146.444,5489.341,5847.543,6221.084,6610.374,7015.405,7436.105,7872.337,8323.894,8792.329,9277.596,9779.588,10298.141,10833.026,11384.254,11951.508,12534.407,13132.499,13745.262,14374.382,15019.504,15680.212,16356.03,17046.418,17751.594,18470.995,19203.998,19949.919,20708.016,21480.26,22266.094,23064.912,23876.059,24698.828,25541.354,26403.732,27286.04,28188.334,29110.657,30053.493,31016.887,32000.867,33005.438,34030.587,35077.708,36146.877,37238.151,38351.572,39487.162,40650.217,41841.187,43060.523,44308.675,45586.094,46892.409,48227.999,49593.237,50988.493,52414.131,53879.631,55386.105,56934.701,58526.595
"NLD","NL","Netherlands",10.138064516129,32636.429,32987.336,33368.142,33779.771,34223.232,34699.619,35185.345,35680.614,36185.637,36700.631,37225.817,37774.451,38347.338,38945.327,39569.309,40220.224,40892.465,41586.737,42303.776,43044.345,43809.243,44594.042,45399.321,46225.68,47073.736,47944.13,48834.164,49744.336,50675.152,51627.135,52600.823,53584.143,54576.95,55579.091,56590.409,57610.734,58641.851,59683.682,60736.144,61799.148,62872.599,63962.307,65068.471,66191.293,67330.974,68487.72,69665.709,70865.353,72087.071,73331.294,74598.459,75890.653,77208.419,78552.308,79922.889,81320.74,82751.986,84217.523,85718.279,87255.208,88829.292,90432.661,92065.875,93729.505,95424.135,97150.357,98908.001,100697.643,102519.867,104375.272,106264.464,108184.451,110135.665,112118.548,114133.542,116181.098,118260.972,120373.586,122519.366,124698.74,126912.143,129166.103,131461.384,133798.768,136179.048,138603.035,141070.169,143581.218,146136.963,148738.201
"NOR","NO","Norway",4.83322580645161,52607.791,53316.734,54039.815,54777.351,55529.663,56297.083,57035.363,57743.057,58418.767,59061.139,59668.879,60332.635,61054.093,61835.097,62677.662,63583.981,64526.041,65505.03,66522.192,67578.831,68676.311,69749.722,70797.362,71817.552,72808.635,73768.981,74709.24,75628.313,76525.114,77398.571,78247.634,79107.888,79979.499,80862.632,81757.458,82664.149,83597.096,84556.958,85544.414,86560.168,87604.95,88678.636,89781.976,90915.742,92080.737,93277.786,94519.5,95807.234,97142.403,98526.488,99961.034,101446.455,102984.383,104576.522,106224.648,107930.616,109679.523,111472.564,113310.97,115196.011,117129,119099.344,121107.835,123155.285,125242.52,127370.391,129534.159,131734.426,133971.804,136246.913,138560.385,140912.587,143304.155,145735.74,148208.001,150721.609,153281.163,155887.556,158541.697,161244.516,163996.96,166808.852,169681.634,172616.787,175615.831,178680.327,181798.299,184970.679,188198.418,191482.48
"NPL","NP","Nepal",20.7677419354839,266.753,273.369,280.844,289.238,298.617,309.06,321.203,335.212,351.281,369.638,390.552,414.081,440.546,470.317,503.825,541.566,583.047,628.687,678.958,734.392,795.589,861.492,932.429,1008.747,1090.812,1179.015,1273.136,1373.459,1480.273,1593.869,1714.541,1842.161,1976.93,2119.036,2268.653,2425.938,2590.883,2763.575,2944.081,3132.438,3328.653,3533.013,3745.517,3966.135,4194.806,4431.435,4676.396,4929.604,5190.943,5460.259,5737.367,6023.134,6317.46,6620.218,6931.249,7250.364,7578.748,7916.335,8263.039,8618.747,8983.32,9357.367,9740.794,10133.485,10535.298,10946.069,11366.486,11796.434,12235.781,12684.369,13142.021,13609.562,14086.876,14573.831,15070.274,15576.033,16092.471,16619.532,17157.141,17705.208,18263.631,18833.456,19414.656,20007.192,20611.009,21226.041,21859.426,22511.712,23183.461,23875.256
"NZL","NZ","New Zealand",12.7051612903226,22990.09,23301.33,23612.31,23922.906,24232.995,24542.45,24862.974,25194.895,25538.554,25894.306,26262.523,26664.444,27101.421,27574.937,28086.618,28638.239,29228.874,29860.451,30535.059,31254.953,32022.575,32815.838,33635.709,34483.194,35359.343,36265.25,37194.946,38149.071,39128.281,40133.252,41164.676,42211,43272.016,44347.498,45437.205,46540.875,47657.204,48785.822,49926.337,51078.337,52241.391,53425.285,54630.239,55856.47,57104.192,58373.618,59671.613,60998.83,62355.931,63743.6,65162.533,66612.79,68095.058,69610.037,71158.443,72741.006,74352.074,75991.984,77661.071,79359.674,81088.128,82844.01,84627.476,86438.674,88277.743,90144.817,92043.808,93975.071,95938.962,97935.835,99966.045,102032.343,104135.23,106275.209,108452.788,110668.479,112924.566,115221.678,117560.447,119941.517,122365.535,124837.318,127357.784,129927.864,132548.509,135220.687,137946.736,140727.742,143564.813,146459.08
"OMN","OM","Oman",26.1148387096774,10612.232,10851.517,11097.477,11350.322,11610.267,11877.536,12163.452,12469.046,12795.436,13143.83,13515.538,13915.3,14344.949,14806.484,15302.086,15834.14,16385.168,16955.863,17546.945,18159.158,18793.275,19427.661,20060.848,20691.32,21317.522,21937.862,22551.771,23157.692,23754.049,24339.254,24911.713,25480.447,26044.584,26603.241,27155.524,27700.535,28266.291,28853.608,29463.342,30096.392,30753.697,31423.328,32105.466,32800.292,33507.991,34228.748,34961.517,35706.407,36463.526,37232.979,38014.872,38802.692,39596.129,40394.863,41198.559,42006.874,42820.044,43637.735,44459.608,45285.312,46114.486,46952.663,47799.783,48655.781,49520.589,50394.132,51278.65,52174.181,53080.759,53998.419,54927.192,55875.126,56842.659,57830.244,58838.341,59867.423,60915.582,61983.188,63070.621,64178.268,65306.522,66452.259,67615.705,68797.087,69996.633,71214.574,72453.708,73714.403,74997.033,76301.982
"PAK","PK","Pakistan",23.0945161290323,571.058,580.572,591.527,603.997,618.064,633.824,652.291,673.668,698.195,726.154,757.872,793.165,832.391,875.962,924.343,978.066,1036.31,1099.504,1168.124,1242.697,1323.808,1409.887,1501.217,1598.093,1700.828,1809.75,1924.26,2044.541,2170.775,2303.141,2441.813,2586.339,2736.776,2893.166,3055.536,3223.896,3398.509,3579.391,3766.543,3959.948,4159.569,4365.817,4578.685,4798.151,5024.172,5256.691,5496.028,5742.14,5994.967,6254.429,6520.43,6793.518,7073.642,7360.733,7654.706,7955.459,8262.556,8575.823,8895.066,9220.074,9550.614,9888.075,10232.358,10583.349,10940.918,11304.922,11676.062,12054.25,12439.383,12831.348,13230.018,13636.339,14050.256,14471.708,14900.62,15336.91,15781.681,16234.931,16696.652,17166.83,17645.441,18132.067,18626.637,19129.072,19639.283,20157.17,20688.715,21234.276,21794.224,22368.938
"PAN","PA","Panama",25.5532258064516,3985.177,4224.288,4463.044,4699.764,4932.685,5159.983,5397.486,5645.641,5904.912,6175.782,6458.756,6753.366,7060.023,7379.15,7711.182,8056.566,8412.215,8778.13,9154.29,9540.656,9937.166,10340.157,10749.09,11163.381,11582.41,12005.515,12434.4,12868.585,13307.558,13750.78,14197.68,14648.797,15103.613,15561.585,16022.145,16484.705,16950.727,17419.754,17891.307,18364.889,18839.989,19318.789,19800.947,20286.11,20773.91,21263.966,21756.184,22250.18,22745.558,23241.912,23738.824,24237.292,24736.968,25237.496,25738.51,26239.639,26742.863,27247.929,27754.577,28262.541,28771.549,29287.193,29809.501,30338.5,30874.217,31416.677,31967.349,32526.33,33093.719,33669.616,34254.121,34847.95,35451.238,36064.119,36686.73,37319.209,37961.547,38613.878,39276.338,39949.063,40632.192,41327.247,42034.438,42753.984,43486.103,44231.02,44988.697,45759.354,46543.212,47340.497
"PER","PE","Peru",15.488064516129,2436.802,2558.053,2685.408,2819.179,2959.692,3107.292,3264.341,3431.521,3609.569,3799.28,4001.516,4215.997,4443.535,4684.996,4941.312,5213.48,5497.51,5793.716,6102.405,6423.88,6758.436,7101.332,7452.081,7810.138,8174.903,8545.717,8923.608,9308.037,9698.416,10094.112,10494.444,10901.419,11314.582,11733.448,12157.495,12586.168,13021.826,13464.151,13912.804,14367.419,14827.607,15294.41,15767.527,16246.639,16731.406,17221.469,17717.275,18218.497,18724.789,19235.788,19751.115,20271.32,20796.063,21324.991,21857.731,22393.902,22934.356,23478.772,24026.813,24578.133,25132.369,25694.028,26263.048,26839.364,27422.905,28013.595,28612.357,29219.168,29833.998,30456.812,31087.573,31727.355,32376.18,33034.064,33701.021,34377.064,35065.636,35766.949,36481.215,37208.651,37949.475,38702.392,39467.539,40245.049,41035.06,41837.705,42656.051,43490.403,44341.075,45208.387
"PHL","PH","Philippines",25.9948387096774,1079.838,1112.512,1147.284,1184.289,1223.669,1265.579,1311.583,1362.014,1417.243,1477.689,1543.815,1616.103,1695.127,1781.531,1876.034,1979.441,2089.957,2208.132,2334.56,2469.89,2614.823,2767.1,2927.017,3094.875,3270.986,3455.666,3648.167,3848.641,4057.23,4274.064,4499.265,4732.543,4973.931,5223.443,5481.074,5746.796,6020.803,6303.059,6593.504,6892.058,7198.616,7513.512,7836.654,8167.925,8507.188,8854.281,9209.284,9572.02,9942.285,10319.853,10704.474,11096.236,11494.879,11900.12,12311.65,12729.138,13154.316,13587.015,14027.044,14474.198,14928.253,15391.178,15862.918,16343.406,16832.564,17330.303,17837.18,18353.138,18878.111,19412.022,19954.782,20507.09,21068.903,21640.165,22220.814,22810.776,23410.928,24021.251,24641.72,25272.301,25912.954,26563.732,27224.584,27895.453,28576.269,29266.958,29974.34,30698.82,31440.81,32200.735
"PNG","PG","Papua New Guinea",21.9048387096774,846.99,901.101,951.375,996.754,1036.229,1068.881,1106.176,1148.514,1196.356,1250.238,1310.774,1378.518,1454.259,1538.905,1633.499,1739.235,1853.931,1978.445,2113.727,2260.829,2420.919,2591.075,2771.834,2963.75,3167.401,3383.386,3611.447,3852.049,4105.66,4372.75,4653.786,4948.715,5257.901,5581.693,5920.424,6274.406,6643.404,7027.592,7427.11,7842.063,8272.514,8718.584,9180.268,9657.514,10150.221,10658.239,11181.474,11719.683,12272.57,12839.784,13420.913,14016.855,14627.261,15251.728,15889.799,16540.963,17206.472,17885.922,18578.858,19284.78,20003.138,20738.294,21490.14,22258.541,23043.333,23844.319,24661.798,25495.564,26345.382,27210.986,28092.077,28990.462,29905.981,30838.449,31787.657,32753.366,33736.622,34737.25,35755.052,36789.803,37841.255,38909.665,39994.778,41096.314,42213.97,43347.415,44511.293,45706.421,46933.638,48193.807
"POL","PL","Poland",8.3065,6901.924,7112.723,7335.166,7569.936,7817.76,8079.421,8348.142,8624.048,8907.262,9197.906,9496.102,9802.199,10116.34,10438.667,10769.322,11108.448,11454.365,11807.045,12166.452,12532.54,12905.258,13276.775,13646.347,14013.215,14376.606,14735.734,15089.774,15437.926,15779.382,16113.337,16438.987,16760.336,17076.872,17388.081,17693.451,17992.47,18293.52,18596.534,18901.443,19208.175,19516.658,19832.789,20156.778,20488.841,20829.201,21178.09,21539.516,21913.915,22301.748,22703.492,23119.647,23547.129,23986.283,24437.465,24901.043,25377.4,25860.586,26350.644,26847.617,27351.547,27862.474,28379.49,28902.581,29431.729,29966.916,30508.118,31057.57,31615.364,32181.595,32756.358,33339.749,33932.863,34535.85,35148.861,35772.05,36405.574,37051.991,37711.59,38384.667,39071.522,39772.465,40489.801,41223.962,41975.393,42744.55,43531.905,44333.762,45150.39,45982.06,46829.05
"PRI","PR","Puerto Rico",24.9729032258065,16817.371,17264.477,17720.812,18186.479,18661.583,19146.224,19657.505,20196.868,20765.854,21366.112,21999.403,22656.745,23339.166,24047.744,24783.604,25547.931,26331.333,27134.122,27956.612,28799.112,29661.934,30529.427,31400.492,32273.991,33148.745,34023.541,34899.919,35776.814,36653.132,37527.749,38399.518,39275.258,40154.317,41036.025,41919.695,42804.62,43694.956,44590.265,45490.097,46393.985,47301.451,48211.342,49123.115,50036.215,50950.077,51864.121,52785.332,53713.509,54648.446,55589.93,56537.738,57497.07,58467.966,59450.462,60444.592,61450.39,62471.45,63507.976,64560.176,65628.26,66712.439,67823.735,68962.902,70130.72,71327.992,72555.546,73813.805,75103.627,76425.902,77781.544,79171.5,80602.763,82076.665,83594.591,85157.977,86768.314,88437.736,90168.463,91962.815,93823.223,95752.229,97731.044,99761.113,101843.926,103981.019,106173.979,108413.188,110699.622,113034.277,115418.17
"PRT","PT","Portugal",15.2458064516129,14946.76,14962.634,15040.499,15181.068,15385.83,15657.082,15944.452,16248.641,16570.396,16910.52,17269.869,17649.011,18048.903,18470.561,18915.074,19383.6,19865.786,20362.074,20872.917,21398.79,21940.179,22484.559,23031.473,23580.451,24131.008,24682.642,25240.421,25804.191,26373.793,26949.058,27529.81,28120.324,28720.693,29331.008,29951.359,30581.835,31227.846,31889.813,32568.174,33263.374,33975.875,34704.794,35450.53,36213.497,36994.115,37792.818,38608.462,39441.401,40291.994,41160.609,42047.62,42951.644,43872.957,44811.838,45768.571,46743.442,47740.573,48760.502,49803.782,50870.977,51962.669,53076.644,54213.334,55373.174,56556.609,57764.093,58992.966,60243.499,61515.962,62810.627,64127.766,65468.934,66834.485,68224.776,69640.167,71081.022,72546.144,74035.807,75550.283,77089.847,78654.771,80245.957,81863.716,83508.358,85180.195,86879.54,88612.787,90380.612,92183.705,94022.77
"PRY","PY","Paraguay",22.1,1471.135,1513.572,1559.602,1609.475,1663.464,1721.868,1788.594,1864.419,1950.25,2047.134,2156.287,2275.879,2406.979,2550.786,2708.65,2882.084,3067.495,3265.759,3477.824,3704.711,3947.517,4201.888,4468.018,4746.081,5036.218,5338.543,5652.396,5977.691,6314.295,6662.023,7020.64,7390.038,7769.9,8159.856,8559.477,8968.277,9387.849,9817.888,10258.043,10707.92,11167.076,11636.473,12115.756,12604.529,13102.358,13608.764,14124.754,14649.941,15183.902,15726.18,16276.281,16835.046,17402.05,17976.84,18558.93,19147.805,19745.025,20350.21,20962.955,21582.829,22209.379,22847.055,23495.774,24155.441,24825.948,25507.172,26199.335,26902.315,27615.98,28340.181,29074.759,29821.282,30579.697,31349.939,32131.931,32925.59,33732.465,34552.568,35385.907,36232.48,37092.276,37967.357,38857.844,39763.853,40685.5,41622.894,42581.885,43562.972,44566.663,45593.479
"QAT","QA","Qatar",27.524,55595.851,58249.441,60863.675,63421.776,65906.641,68301.029,70726.672,73180.746,75660.256,78162.038,80682.764,83234.275,85814.371,88420.726,91050.888,93702.29,96301.967,98841.257,101311.498,103704.07,106010.448,108237.516,110378.021,112424.871,114371.17,116210.259,117979.676,119675.28,121293.051,122829.106,124279.718,125690.79,127060.568,128387.334,129669.41,130905.16,132161.325,133438.268,134736.356,136055.964,137397.475,138779.419,140202.741,141668.42,143177.472,144730.948,146304.463,147898.304,149512.761,151148.132,152804.716,154471.509,156148.452,157835.48,159532.527,161239.525,162957.371,164686.023,166425.437,168175.567,169936.365,171729.533,173555.705,175415.528,177309.665,179238.794,181200.742,183196.124,185225.571,187289.725,189389.243,191557.371,193795.91,196106.733,198491.783,200953.081,203486.295,206093.362,208776.285,211537.143,214378.087,217291.485,220279.243,223343.327,226485.768,229708.66,232977.414,236292.683,239655.128,243065.42
"ROU","RO","Romania",9.48433333333333,4093.134,4193.113,4309.816,4444.446,4598.419,4773.389,4961.537,5163.878,5381.525,5615.697,5867.73,6136.507,6423.278,6729.399,7056.34,7405.699,7769.334,8147.654,8541.071,8950.001,9374.857,9807.732,10247.883,10694.507,11146.735,11603.639,12065.441,12531.239,13000.083,13470.972,13942.86,14420.096,14902.103,15388.269,15877.954,16370.488,16867.529,17368.562,17873.05,18380.43,18890.119,19414.358,19953.572,20508.201,21078.699,21665.53,22262.632,22869.956,23487.445,24115.03,24752.631,25399.071,26054.163,26717.711,27389.501,28069.308,28754.985,29446.14,30142.365,30843.235,31548.311,32262.944,32987.053,33720.553,34463.35,35215.34,35978.245,36752.065,37536.795,38332.425,39138.94,39962.423,40803.232,41661.732,42538.295,43433.301,44345.14,45274.082,46220.4,47184.373,48166.28,49160.528,50167.041,51185.733,52216.511,53259.275,54322.863,55407.69,56514.182,57642.77
"RUS","RU","Russian Federation",4.31619047619048,4725.829,4916.157,5114.219,5320.332,5534.827,5758.047,5998.157,6256.498,6534.537,6833.884,7156.306,7498.75,7862.619,8249.429,8660.811,9098.528,9550.671,10017.202,10498.048,10993.094,11502.184,12011.569,12519.202,13022.95,13520.609,14009.92,14491.049,14961.921,15420.444,15864.522,16292.071,16709.571,17115.647,17508.931,17888.069,18251.733,18614.103,18974.807,19333.469,19689.708,20043.138,20406.72,20780.776,21165.636,21561.645,21969.16,22384.509,22807.844,23239.323,23679.104,24127.35,24576.504,25026.304,25476.477,25926.748,26376.836,26825.295,27271.775,27715.924,28157.383,28595.793,29039.6,29488.843,29943.561,30403.793,30869.579,31345.835,31832.824,32330.817,32840.092,33360.936,33893.71,34438.721,34996.283,35566.723,36150.373,36744.613,37349.649,37965.695,38592.964,39231.677,39881.118,40541.47,41212.918,41895.651,42589.862,43295.576,44012.984,44742.279,45483.658
"RWA","RW","Rwanda",20.2825806451613,253.278,264.784,276.925,289.743,303.277,317.574,333.746,352.006,372.598,395.805,421.956,450.803,482.658,517.871,556.843,600.027,646.827,697.568,752.602,812.315,877.13,946.013,1019.115,1096.584,1178.563,1265.187,1356.587,1452.882,1554.186,1660.598,1772.207,1889.368,2012.195,2140.795,2275.258,2415.664,2562.566,2716.099,2876.392,3043.563,3217.715,3399.458,3588.958,3786.372,3991.851,4205.535,4426.931,4656.06,4892.923,5137.5,5389.752,5649.732,5917.371,6192.576,6475.23,6765.191,7062.183,7365.998,7676.401,7993.129,8315.892,8646.598,8985.164,9331.488,9685.45,10046.912,10416.799,10795.053,11181.603,11576.358,11979.215,12390.989,12811.638,13241.11,13679.338,14126.242,14582.208,15047.177,15521.072,16003.809,16495.286,16994.829,17502.261,18017.387,18539.999,19069.873,19614.89,20175.483,20752.098,21345.193
"SAU","SA","Saudi Arabia",25.861935483871,13733.62,14094.731,14444.112,14780.399,15102.257,15408.38,15737.01,16089.299,16466.496,16869.958,17301.154,17772.023,18285.137,18843.345,19449.799,20107.981,20783.81,21477.573,22189.555,22920.035,23669.291,24427.04,25192.534,25964.988,26743.574,27527.428,28307.666,29082.673,29850.804,30610.388,31359.73,32099.005,32826.625,33540.998,34240.529,34923.627,35602.054,36275.004,36941.666,37601.222,38252.851,38909.882,39572.206,40239.71,40912.277,41589.784,42278.511,42978.643,43690.37,44413.882,45149.376,45893.167,46645.264,47405.675,48174.406,48951.459,49738.99,50537.102,51345.897,52165.481,52995.955,53847.494,54720.685,55616.134,56534.468,57476.332,58439.75,59425.278,60433.488,61464.966,62520.32,63597.545,64697.147,65819.642,66965.562,68135.45,69331.091,70553.121,71802.194,73078.98,74384.171,75712.97,77065.809,78443.129,79845.378,81273.014,82726.175,84205.319,85710.91,87243.421
"SDN","SD","Sudan",28.0958064516129,698.182,705.435,720.959,745.2,778.915,823.204,869.529,917.951,968.532,1021.332,1076.413,1137.157,1204.174,1278.154,1359.876,1450.226,1548.288,1654.804,1770.597,1896.579,2033.758,2179.461,2334.102,2498.11,2671.924,2855.992,3050.366,3255.429,3471.57,3699.174,3938.621,4190.181,4454.204,4731.033,5020.998,5324.417,5641.646,5972.979,6318.695,6679.051,7054.28,7444.917,7851.202,8273.345,8711.534,9165.928,9635.92,10121.493,10622.588,11139.101,11670.882,12217.873,12779.846,13356.524,13947.577,14552.622,15174.689,15813.725,16469.647,17142.333,17831.626,18537.01,19258.211,19994.914,20746.763,21513.356,22298.335,23101.655,23923.243,24762.996,25620.786,26496.864,27391.08,28303.257,29233.189,30180.637,31144.184,32123.419,33117.896,34127.131,35150.604,36188.671,37240.821,38306.504,39385.139,40476.107,41597.295,42749.54,43933.702,45150.666
"SEN","SN","Senegal",26.9829032258065,713.293,727.579,745.387,766.947,792.541,822.515,856.697,895.502,939.412,988.987,1044.874,1106.578,1174.741,1250.092,1333.455,1425.77,1526.156,1635.407,1754.406,1884.131,2025.666,2176.931,2338.52,2511.061,2695.212,2891.666,3100.225,3321.451,3555.918,3804.214,4066.933,4344.249,4636.687,4944.767,5269.005,5609.909,5967.664,6342.696,6735.411,7146.19,7575.39,8022.99,8489.222,8974.279,9478.31,10001.418,10542.995,11102.933,11681.063,12277.148,12890.882,13522.458,14171.509,14837.599,15520.217,16218.782,16934.679,17667.443,18416.542,19181.381,19961.296,20761.584,21582.165,22422.92,23283.691,24164.28,25066.285,25989.626,26934.193,27899.838,28886.376,29894.453,30923.898,31974.507,33046.037,34138.208,35251.865,36386.763,37542.625,38719.136,39915.945,41132.423,42368.123,43622.559,44895.203,46185.491,47512.862,48878.382,50283.147,51728.284
"SLB","SB","Solomon Islands",27.262,1024.463,1056.644,1090.27,1125.416,1162.159,1200.58,1245.638,1297.954,1358.27,1427.461,1506.556,1593.255,1688.35,1792.731,1907.398,2033.477,2168.914,2314.466,2470.952,2639.263,2820.369,3011.286,3212.331,3423.818,3646.051,3879.326,4124.119,4380.738,4649.479,4930.623,5224.439,5530.978,5850.436,6182.987,6528.776,6887.924,7260.644,7647.012,8047.073,8460.837,8888.279,9329.439,9784.231,10252.524,10734.146,11228.883,11736.99,12258.23,12792.321,13338.937,13897.705,14467.539,15047.889,15638.158,16237.694,16845.795,17465.721,18097.106,18739.554,19392.627,20055.855,20735.026,21430.23,22141.542,22869.025,23612.726,24372.3,25147.729,25938.977,26745.991,27568.697,28408.329,29264.897,30138.396,31028.805,31936.087,32860.126,33800.846,34758.153,35731.938,36722.069,37731.559,38760.499,39808.97,40877.045,41964.783,43081.466,44227.864,45404.767,46612.988
"SLE","SL","Sierra Leone",26.5058064516129,342.507,367.004,389.754,410.197,427.801,442.081,458.94,478.623,501.425,527.698,557.856,591.923,630.39,673.826,722.895,778.37,839.345,906.435,980.335,1061.825,1151.782,1248.728,1353.146,1465.552,1586.49,1716.534,1855.519,2003.897,2162.133,2330.697,2510.067,2700.185,2901.413,3114.104,3338.594,3575.2,3824.299,4086.179,4361.105,4649.313,4951.007,5266.604,5596.283,5940.186,6298.415,6671.029,7057.989,7459.25,7874.715,8304.233,8747.596,9205.201,9676.82,10162.17,10660.909,11172.633,11698.44,12238.018,12791.005,13356.982,13935.473,14530.183,15141.061,15768.022,16410.947,17069.683,17744.857,18436.339,19143.962,19867.527,20606.798,21362.903,22135.684,22924.954,23730.491,24552.041,25390.64,26246.102,27118.207,28006.708,28911.325,29832.324,30769.417,31722.284,32690.575,33673.908,34686.819,35730.198,36804.963,37912.056
"SLV","SV","El Salvador",22.8961290322581,2281.512,2316.264,2357.387,2405.185,2460.019,2522.306,2591.332,2667.548,2751.464,2843.649,2944.741,3055.428,3176.502,3308.848,3453.451,3611.412,3779.848,3959.542,4151.342,4356.17,4575.023,4803.464,5041.831,5290.474,5549.749,5820.022,6099.848,6389.347,6688.624,6997.773,7316.871,7645.135,7982.5,8328.876,8684.153,9048.192,9421.087,9802.678,10192.786,10591.201,10997.692,11411.953,11833.693,12262.593,12698.308,13140.463,13590.339,14047.682,14512.21,14983.625,15461.603,15948.705,16444.837,16949.891,17463.744,17986.259,18516.854,19055.324,19601.45,20154.994,20715.706,21289.573,21876.824,22477.693,23092.413,23721.22,24361.74,25014.001,25678.023,26353.817,27041.388,27746.303,28468.983,29209.86,29969.375,30747.979,31548.042,32370.184,33215.046,34083.287,34975.587,35890.199,36827.651,37788.484,38773.252,39782.52,40818.059,41880.553,42970.704,44089.231
"SRB","RS","Serbia",10.129,3019.387,3076.822,3141.078,3212.525,3291.579,3378.707,3473.567,3576.67,3688.577,3809.909,3941.351,4080.717,4228.52,4385.314,4551.693,4728.298,4911.548,5101.684,5298.956,5503.623,5715.953,5932.198,6152.188,6375.734,6602.634,6832.669,7065.458,7300.738,7538.231,7777.645,8018.675,8262.154,8507.854,8755.534,9004.944,9255.822,9510.579,9769.153,10031.474,10297.469,10567.057,10841.483,11120.76,11404.895,11693.895,11987.763,12285.899,12588.254,12894.778,13205.414,13520.099,13836.415,14154.127,14472.991,14792.757,15113.168,15435.895,15760.79,16087.7,16416.468,16746.932,17082.406,17422.927,17768.528,18119.243,18475.105,18836.293,19202.848,19574.807,19952.209,20335.092,20726.339,21126.15,21534.73,21952.288,22379.041,22816.506,23264.988,23724.797,24196.256,24679.697,25173.785,25678.771,26194.914,26722.48,27261.739,27811.881,28373.125,28945.695,29529.819
"STP","ST","Sao Tome and Principe",26.37,842.126,929.056,1036.308,1168.601,1332.058,1534.65,1749.277,1972.516,2200.109,2427.042,2647.684,2887.808,3149.079,3433.303,3742.43,4078.576,4434.652,4810.657,5206.439,5621.684,6055.903,6507.976,6976.941,7461.629,7960.662,8472.453,8997.525,9534.3,10081.015,10635.733,11196.343,11769.036,12352.662,12945.961,13547.559,14155.98,14778.391,15414.246,16062.939,16723.8,17396.097,18082.825,18783.571,19497.872,20225.221,20965.06,21708.061,22452.648,23197.178,23939.951,24679.217,25422.308,26168.199,26915.824,27664.084,28411.844,29176.066,29956.993,30754.867,31569.933,32402.432,33241.46,34086.392,34936.575,35791.333,36649.967,37522.089,38407.686,39306.733,40219.199,41145.045,42102.079,43091.478,44114.47,45172.335,46266.409,47374.582,48496.601,49632.198,50781.084,51942.955,53112.606,54289.369,55472.552,56661.44,57855.296,59074.307,60319.003,61589.924,62887.624
